"","jurisdiction","year","state_population","murder_index","rape_index","robbery_index","agg_assault_index","total_violent_index","burglary_index","larceny_index","vehicle_theft_index","property_crime_index","crime_rate"
"145","TENNESSEE",2003,5845208,6.77478029866516,36.4229981208539,161.037896341756,487.082752230545,691.31842699182,1083.33185063731,2853.08923138407,452.900906178189,4389.32198819956,5080.64041519138
"146","TEXAS",2003,22103374,6.43340695406955,36.3066742661098,167.472169633469,342.852634172502,553.06488502615,994.766681322046,3160.80250915539,444.339402663141,4599.90859314058,5152.97347816673
"147","UTAH",2003,2352119,2.5508913452083,39.0711524374405,53.4836885378674,155.264253211678,250.369985532195,721.094468434633,3202.26145020724,331.700904588586,4255.05682323046,4505.42680876265
"148","VERMONT",2003,619343,2.4219212940164,20.3441388697378,10.0106080152678,81.3765554789511,114.153223657973,487.129102936499,1635.92710339828,105.595768419115,2228.65197475389,2342.80519841187
"149","VIRGINIA",2003,7365284,5.64811893200588,24.5340166109005,91.1438038234507,156.871072452875,278.197011819232,395.164667105844,2082.29580828112,244.077485674687,2721.53796106165,2999.73497288088
"150","WASHINGTON",2003,6131298,2.96837635358777,46.6948434083615,93.2592087352466,204.018790148513,346.941218645709,950.386035713808,3142.12422883376,662.469839175979,4754.98010372355,5101.92132236926
"151","WEST VIRGINIA",2003,1811440,4.02994302875061,17.1686613964581,38.6984940158106,195.53504394294,255.43214238396,579.538930353752,1568.31029457227,191.173872720046,2339.02309764607,2594.45524003003
"152","WISCONSIN",2003,5474290,3.34289926182208,21.957185315356,80.3209183291349,115.48529581005,221.106298716363,484.921332264093,2169.68775859518,225.837505868341,2880.44659672761,3101.55289544398
"153","WYOMING",2003,502111,2.78822810095776,27.0856444093039,16.7293686057465,215.091882073884,261.695123189892,520.004540828622,2636.6679877557,158.929001754592,3315.60153033891,3577.2966535288
"154","FEDERAL",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","ALABAMA",2004,4525375,5.61279451979118,38.4940474546308,133.513797199127,249.393696654973,427.014335828523,987.0121260669,2732.37024555976,309.896969864376,4029.27934149104,4456.29367731956
"156","ALASKA",2004,657755,5.62519479137369,84.8340187455816,67.9584343714605,473.884653100318,632.302301008734,573.617836428457,2456.68980091371,340.552333315596,3370.85997065777,4003.1622716665
"157","ARIZONA",2004,5739879,7.21269559863544,33.0320552053449,134.515030717546,329.641095221694,504.400876743221,991.048766010573,3118.74170169789,963.539475309497,5073.32994301796,5577.73081976118
"158","ARKANSAS",2004,2750000,6.4,43.0181818181818,86.2545454545455,366.654545454545,502.327272727273,1096.4,2699.70909090909,237.018181818182,4033.12727272727,4535.45454545455
"159","CALIFORNIA",2004,35842038,6.67372764908067,26.8260415325713,172.333950429939,321.96829878926,527.802018400851,686.074268433062,2033.05124557928,704.770191918216,3423.89570593056,3951.69772433141
"160","COLORADO",2004,4601821,4.36783612400395,42.2658769213318,81.2504441176656,244.164212384619,372.04836954762,717.324728623734,2679.54794417254,521.619593634781,3918.49226643105,4290.54063597867
"161","CONNECTICUT",2004,3498966,2.85798718821503,21.5778032710235,119.692503442446,144.899950442502,289.028244344186,456.106175367237,1908.27804557118,320.466103414552,2684.85032435297,2973.87856869715
"162","DELAWARE",2004,830069,3.37321355212639,43.0084727896115,161.793778589491,406.833648768958,615.009113700186,682.955272393018,2323.30083402705,277.32634274982,3283.58244916989,3898.59156287007
"163","FLORIDA",2004,17385430,5.44133794792536,38.0318462068525,172.541030046424,495.81172280467,711.825937005872,956.732160205413,2775.22040007063,450.520924705342,4182.47348498139,4894.29942198726
"164","GEORGIA",2004,8918129,6.87363907833134,26.7657038825072,153.126289157737,264.192186500106,450.957818618681,930.598783668637,2796.84225245004,496.045751300525,4223.4867874192,4674.44460603788
"165","HAWAII",2004,1262124,2.61464008290786,26.3840953820702,74.7945526746976,150.777578114353,254.570866254029,857.83964174677,3254.67228259664,682.975682262599,4795.48760660601,5050.05847286004
"166","IDAHO",2004,1395140,2.22199922588414,42.5763722637155,17.2742520463896,185.357741875367,247.430365411357,549.83729231475,2034.84954914919,196.324383216021,2781.01122467996,3028.44159009132
"167","ILLINOIS",2004,12712016,6.13592682702728,33.1969374487886,177.642948215295,328.689013607283,545.664826098394,598.551795403656,2257.90307375321,317.597145881503,3174.05201503837,3719.71684113676
"168","INDIANA",2004,6226537,5.07505215178196,28.9567057900724,102.352238491476,189.543561694085,325.927558127415,677.23037701374,2387.68355508046,338.727610548207,3403.6415426424,3729.56910076982
"169","IOWA",2004,2952904,1.49005859994094,26.4824051171321,39.283363089352,220.56253775944,287.818364565865,607.131149539572,2106.87513038013,190.761365760621,2904.76764568032,3192.58601024618
"170","KANSAS",2004,2733697,4.46282086127321,41.7749297014263,66.2838639395661,265.354938751442,377.876553253707,736.950730091886,2967.22716526374,311.300045323238,4015.47794067887,4393.35449393258
"171","KENTUCKY",2004,4141835,5.69795754780188,29.8901332380455,78.9022257043074,130.618433616984,245.108750107139,625.374984759171,1702.98913404324,211.790184785246,2540.15430358766,2785.2630536948
"172","LOUISIANA",2004,4506685,12.7366345773002,35.8578422942806,145.650295061669,445.782210205506,640.026982138756,1006.4825919717,2975.13582600071,437.439048879609,4419.05746685202,5059.08444899078
"173","MAINE",2004,1314985,1.36883690688487,23.9546458704852,21.9774370049848,56.4264991615874,103.727418943942,482.210823697609,1832.41633934988,99.0885827594992,2413.71574580699,2517.44316475093
"174","MARYLAND",2004,5561332,9.36825925875312,23.681377051397,229.657211617648,437.862727850091,700.569575777889,659.985773192465,2335.5555827273,645.205141502072,3640.74649742184,4341.31607319973
"175","MASSACHUSETTS",2004,6407382,2.66879670979505,27.9989549553936,116.802775298866,312.764245990016,460.234772954071,538.394620454969,1585.74906256565,344.103098582229,2468.24678160284,2928.48155455692
"176","MICHIGAN",2004,10104206,6.36368656775208,54.2546341592798,112.190903471287,319.43133384256,492.240558040879,635.70556657297,1929.77063215061,500.623205821417,3066.099404545,3558.33996258588
"177","MINNESOTA",2004,5096546,2.2171878758673,41.6556624820025,79.8580057945126,146.079325095859,269.810181248241,550.333500374567,2226.07624850242,265.238457574993,3041.64820645198,3311.45838770022
"178","MISSISSIPPI",2004,2900768,7.8255137949674,40.0238833302077,86.2874935189577,161.233163079571,295.370053723704,953.575053227283,2255.95428520999,271.61772330638,3481.14706174365,3776.51711546735
"179","MISSOURI",2004,5759532,6.14633272286707,25.6791697658768,115.113519640137,343.135518649779,490.07454077866,702.695982937503,2747.86215268879,449.567777381912,3900.12591300821,4390.20045378687
"180","MONTANA",2004,926920,3.23652526647391,29.4523799249126,25.1370129029474,235.942691925948,293.768610020282,379.212877055194,2382.2983644759,174.556596038493,2936.06783756959,3229.83644758987
"181","NEBRASKA",2004,1747704,2.28871708252656,35.4751147791617,65.1140009978806,205.698447792075,308.576280651644,562.22335132265,2654.85459780375,302.511180382948,3519.58912950935,3828.16541016099
"182","NEVADA",2004,2332898,7.37280412602694,40.893343815289,210.253513012571,357.838190953912,616.357851907799,991.985076072765,2247.76222535233,970.252449957092,4209.99975138219,4826.35760328999
"183","NEW HAMPSHIRE",2004,1299169,1.30852875953783,35.869082467331,38.4861399864067,93.8292092868595,169.492960500135,383.244981984638,1518.1242779038,150.557779626823,2051.92703951526,2221.42000001539
"184","NEW JERSEY",2004,8685166,4.51344280581396,15.3249805472918,150.55555645108,185.880154737399,356.274134541585,472.414689598334,1611.67903987097,348.939789982137,2433.03351945144,2789.30765399303
"185","NEW MEXICO",2004,1903006,8.88068666099844,54.597831010517,108.354886952537,515.552762313939,687.386166937992,1046.97515404576,2736.1448150978,415.237786953903,4198.35775609746,4885.74392303545
"186","NEW YORK",2004,19280727,4.61082198819578,18.7129873266708,173.779754259266,243.305140931667,440.4087045058,366.666671853193,1613.19643185654,212.657956310465,2192.5210600202,2632.929764526
"187","NORTH CAROLINA",2004,8540468,6.2291668325436,27.3872579348111,137.95496921246,276.226080350632,447.797474330447,1184.86481068719,2659.65518517252,316.001418189261,4160.52141404897,4608.31888837942
"188","NORTH DAKOTA",2004,636308,1.25725277695707,27.8167176901752,6.75773367614426,51.8616770494792,87.6933811927557,320.599458124053,1495.50217819044,147.255731501097,1963.35736781559,2051.05074900834
"189","OHIO",2004,11450143,4.41915878255844,41.4317969653305,152.216439567611,140.679465749904,338.746861065403,842.941437499951,2464.31856789911,355.026133734749,3662.28613913381,4001.03300019921
"190","OKLAHOMA",2004,3523546,5.2787731450079,44.1884397138564,87.6957474090022,363.327170980597,500.490131248464,1000.24236947666,2874.12169445212,367.726148601437,4242.09021253022,4742.58034377868
"191","OREGON",2004,3591363,2.50601234127544,35.7245981539599,76.6004438983194,183.774238360199,298.605292753754,837.342256964835,3281.9851404606,516.099319394893,4635.42671682033,4934.03200957408
"192","PENNSYLVANIA",2004,12394471,5.24427383790724,28.5207815646186,149.050330586921,228.642271219159,411.457657208605,439.252308549514,1728.18186431676,249.861409978691,2417.29558284496,2828.75324005357
"193","RHODE ISLAND",2004,1079916,2.40759466477022,29.6319343356335,67.6904499979628,147.789272498972,247.519251497339,506.057878575741,2002.28536293564,377.62196318973,2885.96520470111,3133.48445619845
"194","SOUTH CAROLINA",2004,4197892,6.81294325818768,42.2116624248551,130.255852222973,610.639816364976,789.920274270991,1041.92771038416,3120.39947668973,374.616593280628,4536.94378035452,5326.86405462551
"195","SOUTH DAKOTA",2004,770621,2.20601307257394,43.6011995520496,14.5337331840165,110.819715528126,171.160661336766,408.50171485075,1413.14602119589,109.911357204125,1931.55909325077,2102.71975458753
"196","TENNESSEE",2004,5893298,6.05772862665353,38.7219516135108,150.391173159749,502.45210746173,697.622960861643,1024.65546456331,2881.71410982441,420.426728802786,4326.79630319051,5024.41926405215
"197","TEXAS",2004,22471549,6.06989754021852,37.3271998294377,159.388211288861,338.138683719578,540.923992378095,979.54084073154,3099.50595751098,418.649377486171,4497.6961757287,5038.62016810679
"198","UTAH",2004,2420708,1.90027049937456,39.9469907151131,51.0594421136296,140.372155584234,233.278858912351,628.948225064733,3093.68168321004,315.940625635145,4038.57053390991,4271.84939282227
"199","VERMONT",2004,621233,2.57552319339121,25.7552319339121,12.5556755677821,73.8853216104103,114.771752305496,552.932635581175,1696.1429930477,94.4895071575399,2343.56513578641,2458.33688809191
"200","VIRGINIA",2004,7481332,5.21297544341035,24.2737523211107,92.2161989335589,153.756042373203,275.458969071283,384.410155838559,2060.515426932,233.314067601866,2678.23965037242,2953.6986194437
"201","WASHINGTON",2004,6207046,3.06103740813263,46.0283361843943,94.5055022952947,200.046849983068,343.641725870889,976.825369104724,3173.3613702879,696.514896135779,4846.7016355284,5190.34336139929
"202","WEST VIRGINIA",2004,1812548,3.75162478455743,19.0891496390716,42.7023174006978,216.380476544621,281.923568368948,606.549454138594,1741.52629337264,207.773807921225,2555.84955543246,2837.77312380141
"203","WISCONSIN",2004,5503533,2.79820253644341,20.6412862428553,73.8979851669827,112.491375994293,209.828849940575,433.43067080728,2025.64425433626,206.66724447732,2665.74216962086,2875.57101956143
"204","WYOMING",2004,505887,2.17439863052421,22.1393315107919,13.2440643859202,192.335442500005,229.893237027241,541.227586397753,2639.32459225084,157.940409617167,3338.49258826576,3568.385825293
"205","FEDERAL",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","ALABAMA",2005,4548327,8.22280368144155,34.3862699405738,141.744426027416,248.289096188555,432.642595837986,955.80199049013,2655.48189477142,288.89743415546,3900.18131941701,4332.82391525499
"207","ALASKA",2005,663253,4.82470490144786,81.1153511555922,80.964579127422,465.433250961549,632.337886146011,622.839248371285,2600.66671390857,391.253413101788,3614.75937538164,4247.09726152765
"208","ARIZONA",2005,5953007,7.47521378691475,33.6972558574179,144.112042871779,326.692039838018,511.97655235413,946.210881324346,2958.37045042951,922.306995439448,4826.8883271933,5338.86487954743
"209","ARKANSAS",2005,2775708,6.80907357690362,43.3042668753342,91.2199698239152,387.180495931128,528.513806207281,1085.05649729727,2720.38701477245,262.491587731851,4067.93509980156,4596.44890600885
"210","CALIFORNIA",2005,36154147,6.92313388004978,25.9776561731632,175.974280350191,317.144807758844,526.019878162248,692.924659514163,1915.31831742566,712.34705108656,3320.59002802638,3846.60990618863
"211","COLORADO",2005,4663295,3.70982320440804,43.4456752146283,84.6611676936587,264.855643917016,396.672310029711,745.095474337352,2736.30555219003,559.711534440776,4041.11256096816,4437.78487099787
"212","CONNECTICUT",2005,3500701,2.99939926317615,20.3387835750611,112.348926686398,136.886869229906,272.573978754541,435.484207305908,1840.08859939766,303.053588409864,2578.62639511344,2851.20037386798
"213","DELAWARE",2005,841741,4.3956513939561,44.7881236627419,155.154614067748,429.110617161336,633.449006285781,690.354871629159,2148.52312053233,279.064462821699,3117.94245498318,3751.39146126897
"214","FLORIDA",2005,17768191,4.96955486351987,37.1000064103318,169.634601519085,497.186235785061,708.890398577998,927.404483664094,2661.56526570431,423.807916067539,4012.77766543595,4721.66806401394
"215","GEORGIA",2005,9132553,6.17571012180274,23.4655084947221,153.74671244722,262.544329061107,445.932260124852,924.856390102527,2733.01452507311,487.016062211739,4144.88697738737,4590.81923751223
"216","HAWAII",2005,1273278,1.88489866313562,26.9383433939799,78.6159817416149,148.043082500444,255.482306299174,769.038654559334,3313.33770001524,717.439553655997,4799.81590823057,5055.29821452974
"217","IDAHO",2005,1429367,2.44863635441423,40.367519328486,18.6096362935481,195.331220043558,256.757012020006,564.305738134433,1931.34443428455,201.767635603732,2697.41780802271,2954.17482004272
"218","ILLINOIS",2005,12765427,6.0319173028838,33.7865705549842,182.171736205926,330.251389162305,552.241613226099,608.16610364855,2175.1093794199,308.43464930707,3091.71013237552,3643.95174560162
"219","INDIANA",2005,6266019,5.68143824651665,29.6200825436374,108.66548601273,180.034564210546,324.00157101343,698.306213243209,2414.26015465322,347.014587731062,3459.58095562749,3783.58252664092
"220","IOWA",2005,2965524,1.34883413521523,28.5615628131824,38.8801439475789,224.479720953194,293.270261849171,611.932326293768,2047.63137981686,185.464693592094,2845.02839970272,3138.29866155189
"221","KANSAS",2005,2748172,3.6751702586301,39.9538311284738,65.3161446954557,280.440962210517,389.386108293076,692.387521596174,2773.55274706241,339.789503713741,3805.72977237233,4195.1158806654
"222","KENTUCKY",2005,4172608,4.55350706320843,34.0554396674694,88.4339003328374,139.792666840499,266.835513904014,634.087841465098,1686.09176802614,210.803411199902,2530.98302069114,2797.81853459515
"223","LOUISIANA",2005,4507331,9.98373538575268,31.5264177403435,118.407101675027,436.644213615552,596.561468416675,873.732148803804,2503.47711317407,319.235485479101,3696.44474745698,4293.00621587365
"224","MAINE",2005,1318220,1.44133756125685,24.7303181563017,24.5027385413664,61.8257953907542,112.500189649679,479.661968411949,1837.17437150096,102.259106977591,2419.0954468905,2531.59563654018
"225","MARYLAND",2005,5589599,9.87548480669186,22.6492097196955,257.22775462068,414.573567799765,704.326016946833,642.657908018089,2298.75166358088,609.524940876796,3550.93451247576,4255.26052942259
"226","MASSACHUSETTS",2005,6433367,2.76682489899923,27.217474146897,121.8180153565,308.982839001723,460.785153404119,539.810646586772,1524.53606330868,294.091725219469,2358.43843511493,2819.22358851904
"227","MICHIGAN",2005,10100833,6.22720918165858,51.4710024410858,132.147516942415,363.930380791366,553.776109356525,698.229542058561,1921.52469009239,477.930879562111,3097.68511171306,3651.46122106959
"228","MINNESOTA",2005,5126739,2.24314130288279,44.0435918426899,92.1443436071155,158.892426550289,297.323503302977,579.627712664912,2229.56542160621,278.559138664949,3087.75227293607,3385.07577623905
"229","MISSISSIPPI",2005,2908496,7.35775466082814,39.4361897007938,82.6887848565031,150.077565862219,279.560295080344,923.70764821406,2092.93738069435,257.590177191236,3274.23520609965,3553.79550117999
"230","MISSOURI",2005,5797703,6.93378049893208,28.0283415690662,124.118120572923,366.59345951319,525.673702154112,738.602857028033,2747.43290575595,443.261753835959,3929.29751661994,4454.97121877406
"231","MONTANA",2005,934737,1.92567535039268,32.201571137122,18.9358076121947,228.727438841086,281.790492940795,389.628312562785,2545.5288492913,210.861450867998,3146.01861272208,3427.80910566288
"232","NEBRASKA",2005,1758163,2.50261210138082,33.0458552477785,59.1526496690011,192.644254258564,287.345371276725,535.103969313425,2579.90868878483,317.433594041053,3432.44625213931,3719.79162341603
"233","NEVADA",2005,2412301,8.53956450708266,42.1174637825047,194.917632583993,361.895136635105,607.469797508686,973.385991217514,2156.11567544846,1116.40296961283,4245.90463627881,4853.37443378749
"234","NEW HAMPSHIRE",2005,1306819,1.45391213320284,31.067806635808,27.9304172957387,74.3025621757872,134.754698240537,320.778929599279,1415.11563575369,102.998196383738,1838.89276173671,1973.64745997724
"235","NEW JERSEY",2005,8703150,4.7913686423881,13.8800319424576,151.841574602299,184.749200002298,355.262175189443,447.883812182945,1571.01739025525,318.080235317098,2336.9814377553,2692.24361294474
"236","NEW MEXICO",2005,1925985,7.47669374372075,54.0502651889812,98.287369839329,486.504308185162,646.318636957193,1087.18396041506,2632.782705992,411.685449263624,4131.65211567068,4777.97075262788
"237","NEW YORK",2005,19315721,4.52481168059944,18.8240449321048,182.126258709162,238.924552699845,444.399668021711,352.220867137188,1564.63224955465,185.009920157782,2101.86303684962,2546.26270487133
"238","NORTH CAROLINA",2005,8672459,6.74549167658216,26.5437980162258,145.691089459172,289.74481170796,468.72519085994,1202.63468527208,2549.34615430295,328.234471906987,4080.21531148201,4548.94050234195
"239","NORTH DAKOTA",2005,634605,1.89094003356419,28.3641005034628,8.50923015103884,72.4860346199604,111.250305308026,321.932540714303,1533.55236722055,169.081554667864,2024.56646260272,2135.81676791075
"240","OHIO",2005,11470685,5.14354635316025,40.7211949417145,162.788883139935,141.473678337431,350.127302772241,873.382888641785,2432.73178541648,361.539001376117,3667.65367543438,4017.78097820662
"241","OKLAHOMA",2005,3543442,5.27735461734664,41.7955197234779,91.1543070268964,370.9952074847,509.222388852421,1007.26920322105,2647.53874904683,392.273952840205,4047.08190510808,4556.3042939605
"242","OREGON",2005,3638871,2.19848409025767,34.7910107283275,68.0980446957312,181.924558468822,287.012097983138,759.054113212587,3114.04278964547,529.340006831789,4402.43690968985,4689.44900767298
"243","PENNSYLVANIA",2005,12405348,6.09414584742,28.9068875778414,154.884812582444,235.422658034261,425.308504041966,452.498390210416,1732.44636103719,236.946194496116,2421.89094574372,2847.19944978569
"244","RHODE ISLAND",2005,1073579,3.16697699936381,30.0862814939562,72.2815926913623,146.89184494108,252.426696125763,495.445607635768,1822.59526313387,409.937228652945,2727.97809942259,2980.40479554835
"245","SOUTH CAROLINA",2005,4246933,7.39357084277054,43.8434041695501,133.202007189659,582.938322784937,767.377304986916,1006.39685156323,2978.36109022676,385.595911214046,4370.35385300404,5137.73115799095
"246","SOUTH DAKOTA",2005,774883,2.32293133285928,48.6525062493305,18.7125024035887,109.306824385101,178.994764370879,323.274610489584,1335.68551639409,108.274410459385,1767.23453734306,1946.22930171394
"247","TENNESSEE",2005,5955745,7.23671010091936,36.8383804209213,168.056221345944,545.187881616825,757.31919348461,1032.7507305971,2843.59051638376,423.59100330857,4299.93225028943,5057.25144377404
"248","TEXAS",2005,22928508,6.13646557377392,37.119728854577,156.09388975506,328.774118228713,528.124202412124,958.754054123365,2952.83932125021,407.453463609582,4319.04683898316,4847.17104139528
"249","UTAH",2005,2490334,2.24869435184196,36.9428357802608,43.9700056297669,142.189762497721,225.351298259591,601.164341811179,2894.47118338343,341.038591610603,3836.67411680522,4062.02541506481
"250","VERMONT",2005,622387,1.28537389116418,24.5827756685149,12.2110519660597,87.5660963355597,125.645297861299,511.739480419739,1750.35789629282,107.650063385,2369.74744009756,2495.39273795886
"251","VIRGINIA",2005,7564327,6.05473560304836,23.3067660877167,99.0835007529421,154.911335800264,283.356338243971,394.337791055305,2043.59224554941,211.400168184162,2649.33020478887,2932.68654303284
"252","WASHINGTON",2005,6291899,3.25815783120486,44.6764959195944,91.991305009823,205.67717313962,345.603131900242,959.058624431193,3147.39635839673,783.340609885823,4889.79559271374,5235.39872461398
"253","WEST VIRGINIA",2005,1814083,4.52019009053059,18.4666302478993,44.981403827719,205.889146196729,273.857370362878,624.778469342362,1797.21655514108,210.574709095449,2632.56973357889,2906.42710394177
"254","WISCONSIN",2005,5527644,3.72672335627982,20.5331602396971,82.4040043099737,135.15703978042,241.820927686371,442.286080652082,1999.60417132507,227.529124523938,2669.41937650109,2911.24030418746
"255","WYOMING",2005,508798,2.7515831430155,23.9780816748493,15.3302489396578,188.286903643489,230.346817401012,476.810050353972,2536.37003290107,145.244281620604,3158.42436487565,3388.77118227666
"256","FEDERAL",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","ALABAMA",2006,4599030,8.30609932964125,35.7901557502343,153.55411902075,227.504495513184,425.15486961381,973.683581102972,2640.79599393785,326.547119718723,3941.02669475955,4366.18156437336
"258","ALASKA",2006,670053,5.37270932299385,76.4118659270237,89.5451553832309,516.675546561242,688.005277194491,620.100201028874,2579.4974427396,378.477523419789,3578.07516718827,4266.08044438276
"259","ARIZONA",2006,6166318,8.64373196452081,39.715759063999,153.91681064778,340.284104712083,542.560406388383,963.58961701294,2891.85539895931,918.700592476742,4774.145608449,5316.70601483738
"260","ARKANSAS",2006,2810872,7.29311046536449,47.1383969102826,97.7988325331072,400.551857217262,552.782197126016,1133.59839935792,2584.4648920335,267.354756815679,3985.4180482071,4538.20024533312
"261","CALIFORNIA",2006,36457549,6.81888955288794,25.3308306600644,195.136540857423,306.164300842056,533.450561912431,678.131160161096,1835.2934257868,668.325234919111,3181.749820867,3715.20038277944
"262","COLORADO",2006,4753377,3.59744240778714,45.3993024327757,80.4480688150761,265.937248402557,395.382062058196,681.852081162508,2321.97025398995,434.554212720767,3438.37654787323,3833.75860993142
"263","CONNECTICUT",2006,3504809,3.90891486526085,19.8584288045369,127.253724810682,148.709958231675,299.731026712155,444.617666754451,1847.8895711578,293.596598273972,2586.10383618622,2885.83486289838
"264","DELAWARE",2006,853476,4.92105226157502,48.8590188827805,209.847728582878,437.387811725227,701.01561145246,742.493051942878,2395.96661183208,337.912255294818,3476.37191906978,4177.38753052224
"265","FLORIDA",2006,18089888,6.24105577657529,35.7934775494464,188.762915502849,485.635953080528,716.433401909398,944.577434641939,2618.99907838014,422.633904643301,3986.21041766538,4702.64381957478
"266","GEORGIA",2006,9363941,6.46095484796412,23.1633240747672,165.646067184746,282.669444414483,477.939790521961,909.232554968042,2503.70009806768,460.564627649832,3873.49728068556,4351.43707120752
"267","HAWAII",2006,1285498,1.63360814252531,27.4601749672112,88.9927483356645,162.582905613233,280.669437058634,678.647496923371,2939.25000272268,602.023495952541,4219.92099559859,4500.59043265723
"268","IDAHO",2006,1466465,2.38669180648703,41.6648198218164,20.048211174491,185.889196128104,249.988918930898,514.502562284132,1715.28130572499,166.113749731497,2395.89761774062,2645.88653667152
"269","ILLINOIS",2006,12831970,6.07856782707566,31.7799994856596,185.333974440402,318.407851639304,541.600393392441,602.082143271844,2124.21007842132,293.337655870455,3019.62987756362,3561.23027095606
"270","INDIANA",2006,6313520,5.71788796107401,28.6844739543076,113.645003104449,173.532355959908,321.579720979739,721.277512386117,2386.22828469697,341.964545926836,3449.47034300992,3771.05006398966
"271","IOWA",2006,2982085,1.84434715978921,29.2077522941164,43.8954624029831,210.792113571545,285.739675428433,608.969898577673,2045.4816009604,169.143401345032,2823.59490088311,3109.33457631154
"272","KANSAS",2006,2764075,4.52230854806762,46.2722610638279,67.9431636261679,313.956748641046,432.69448187911,726.680715971889,2729.66543961361,315.620958186735,3771.96711377224,4204.66159565135
"273","KENTUCKY",2006,4206074,4.11309929402098,31.1929842413614,91.5342906472877,143.268996218326,270.109370400996,662.541838303368,1716.49381347071,222.630414966546,2601.66606674062,2871.77543714162
"274","LOUISIANA",2006,4287768,12.9437973323184,37.0122637232238,138.253748803573,532.981262045894,721.19107190501,1089.21471497525,2626.19152901929,365.388239289066,4080.79448328361,4801.98555518862
"275","MAINE",2006,1321574,1.74034900807673,25.802565728442,28.9805943518865,59.4745356673179,115.998044755723,518.018665621448,1926.86902133365,101.923917994755,2546.81160494986,2662.80964970558
"276","MARYLAND",2006,5615727,9.72269485322203,20.9768031814937,255.995350201319,391.95281394555,678.647662181584,667.037411184696,2270.44512669508,543.527133708601,3481.00967158838,4159.65733376996
"277","MASSACHUSETTS",2006,6437193,2.92052762749229,27.5119916398343,125.520549096477,344.529051715554,500.482120079358,547.490187104845,1564.73481531469,279.236617575393,2391.46161999493,2891.94374007428
"278","MICHIGAN",2006,10095643,7.14169468948139,52.9634417540319,140.941988539016,363.364671274529,564.411796257059,755.900342355608,1972.96001849511,496.233870393396,3225.09423124411,3789.50602750117
"279","MINNESOTA",2006,5167101,2.43850468570287,31.8360333966764,105.300825356423,170.888860117114,310.464223555917,586.518436546915,2239.03113177002,256.952592952992,3082.50216126993,3392.96638482584
"280","MISSISSIPPI",2006,2910540,7.9366715454864,35.6978430119497,111.972348773767,156.225305269812,311.832168601016,931.682780514956,1972.34877376707,286.201186034207,3190.23274031623,3502.06490891725
"281","MISSOURI",2006,5842713,6.31555922736578,30.1914538674071,130.025212602433,379.395667731754,545.92789342896,765.637470127319,2633.60531314819,434.712435815348,3833.95521909086,4379.88311251982
"282","MONTANA",2006,944632,3.49342389417255,36.8397428840014,24.6656899194607,312.290923873,377.289780570635,357.81129582737,2292.85054920858,206.11200975618,2856.77385479213,3234.06363536277
"283","NEBRASKA",2006,1768331,2.88407543610331,32.6296377770904,64.2413665767325,194.137862198876,293.892941988802,539.209005553824,2528.3727989839,292.139876527641,3359.72168106537,3653.61462305417
"284","NEVADA",2006,2495529,9.05619610110722,43.7582572672968,282.024372387578,413.98036248026,748.819188236242,997.86458101669,2020.773952136,1082.21543408231,4100.853967235,4849.67315547125
"285","NEW HAMPSHIRE",2006,1314895,0.988672099293099,22.4352514839588,33.082489476346,79.2458713433392,135.752284402937,334.247221261013,1534.64725320273,113.012826119196,1981.90730058294,2117.65958498587
"286","NEW JERSEY",2006,8724560,4.89422962304116,13.7657371833078,153.130931531218,178.370026683294,350.160925020861,451.415314927056,1543.7683963432,283.670465903152,2278.8541771734,2629.01510219427
"287","NEW MEXICO",2006,1954599,6.85562614121874,54.8961705188635,107.183110192935,485.777389633372,654.712296486389,1069.58000080835,2346.4659503049,472.219621518276,3888.26557263152,4542.97786911791
"288","NEW YORK",2006,19306183,4.77567212534969,16.4092508602037,178.486860919116,235.504863908107,435.176647812776,355.414635819002,1542.65086993115,166.43890716254,2064.50441291269,2499.68106072547
"289","NORTH CAROLINA",2006,8856505,6.08592215552297,28.1713836327084,152.069015938003,288.894998647886,475.221320374121,1211.91147072124,2564.37499894146,339.885767579875,4116.17223724257,4591.39355761669
"290","NORTH DAKOTA",2006,635867,2.20171828385496,37.901007600646,11.7949193777944,145.470672326131,197.368317588426,409.04780402191,1521.07280296037,170.790432590463,2100.91103957274,2298.27935716117
"291","OHIO",2006,11478006,4.8788962124606,41.5577409525661,169.175726167071,145.870284437907,361.482647770005,920.360208907366,2436.99123349474,330.867574036814,3688.21901643892,4049.70166420892
"292","OKLAHOMA",2006,3579212,5.86721323017469,41.5733966023806,87.8685028995209,364.940662916866,500.249775648942,962.139152416789,2286.90002156899,375.44576850994,3624.48494249572,4124.73471814466
"293","OREGON",2006,3700758,2.37789123201247,32.9391978616273,73.2552628407478,176.072037134014,284.644389068402,657.270753721265,2672.34442241292,395.513567760983,3725.12874389517,4009.77313296357
"294","PENNSYLVANIA",2006,12440621,5.95629430395798,29.0258822288694,169.565490340072,237.777519305507,442.325186178407,464.11670285591,1745.42733839412,238.798368666645,2448.34240991668,2890.66759609508
